이름,본인과의관계,재산구분,재산의 종류,소재지 면적 등 권리의 명세,현재가액,토지주소,토지면적,Latitude,Longitude
채수근,본인,토지,대지,경기도 김포시 하성면 전류리 158-2번지 425.00㎡ 중212.50㎡,210000.0,경기도 김포시 하성면 전류리 158-2번지,425.00㎡ 중212.50㎡,37.7047783199136,126.656317353168
채수근,배우자,토지,대지,경기도 김포시 하성면 전류리 158-2번지 425.00㎡ 중212.50㎡,210000.0,경기도 김포시 하성면 전류리 158-2번지,425.00㎡ 중212.50㎡,37.7047783199136,126.656317353168
채수근,본인,토지,대지,경기도 김포시 하성면 전류리 158-6번지 27.00㎡ 중13.50㎡,5906.0,경기도 김포시 하성면 전류리 158-6번지,27.00㎡ 중13.50㎡,37.7049029243905,126.656379261045
채수근,배우자,토지,대지,경기도 김포시 하성면 전류리 158-6번지 27.00㎡ 중13.50㎡,5906.0,경기도 김포시 하성면 전류리 158-6번지,27.00㎡ 중13.50㎡,37.7049029243905,126.656379261045
채수근,본인,토지,대지,경기도 김포시 하성면 전류리 158-7번지 46.00㎡ 중23.00㎡,16600.0,경기도 김포시 하성면 전류리 158-7번지,46.00㎡ 중23.00㎡,37.7048416387261,126.656465274082
채수근,배우자,토지,대지,경기도 김포시 하성면 전류리 158-7번지 46.00㎡ 중23.00㎡,16600.0,경기도 김포시 하성면 전류리 158-7번지,46.00㎡ 중23.00㎡,37.7048416387261,126.656465274082
송병철,배우자,토지,대지,"경기도 부천시 송내동 331-9번지 590.20㎡ 중 33.88㎡ (총면적 590.20㎡ 증가, 지분면적 33.88㎡ 증가)",131454.0,경기도 부천시 송내동 331-9번지,"590.20㎡ 중 33.88㎡ (총면적 590.20㎡ 증가, 지분면적 33.88㎡ 증가)",37.4835505941754,126.758140058523
송병철,배우자,토지,대지,"경기도 성남시 분당구 백현동 408-1번지 275.00㎡ 중 165.00㎡ (총면적 275.00㎡ 증가, 지분면적 165.00㎡ 증가)",480810.0,경기도 성남시 분당구 백현동 408-1번지,"275.00㎡ 중 165.00㎡ (총면적 275.00㎡ 증가, 지분면적 165.00㎡ 증가)",37.3790537599619,127.101705605198
송병철,장남,토지,대지,"경기도 성남시 분당구 백현동 408-1번지 275.00㎡ 중 55.00㎡ (총면적 275.00㎡ 증가, 지분면적 55.00㎡ 증가)",160270.0,경기도 성남시 분당구 백현동 408-1번지,"275.00㎡ 중 55.00㎡ (총면적 275.00㎡ 증가, 지분면적 55.00㎡ 증가)",37.3790537599619,127.101705605198
송병철,장녀,토지,대지,"경기도 성남시 분당구 백현동 408-1번지 275.00㎡ 중 55.00㎡ (총면적 275.00㎡ 증가, 지분면적 55.00㎡ 증가)",160270.0,경기도 성남시 분당구 백현동 408-1번지,"275.00㎡ 중 55.00㎡ (총면적 275.00㎡ 증가, 지분면적 55.00㎡ 증가)",37.3790537599619,127.101705605198
송병철,배우자,토지,대지,"경기도 성남시 분당구 백현동 408-2번지 231.00㎡ 중 138.60㎡ (총면적 231.00㎡ 증가, 지분면적 138.60㎡ 증가)",391406.0,경기도 성남시 분당구 백현동 408-2번지,"231.00㎡ 중 138.60㎡ (총면적 231.00㎡ 증가, 지분면적 138.60㎡ 증가)",37.3788709044795,127.101434719134
송병철,장남,토지,대지,"경기도 성남시 분당구 백현동 408-2번지 231.00㎡ 중 46.20㎡ (총면적 231.00㎡ 증가, 지분면적 46.20㎡ 증가)",130469.0,경기도 성남시 분당구 백현동 408-2번지,"231.00㎡ 중 46.20㎡ (총면적 231.00㎡ 증가, 지분면적 46.20㎡ 증가)",37.3788709044795,127.101434719134
송병철,장녀,토지,대지,"경기도 성남시 분당구 백현동 408-2번지 231.00㎡ 중 46.20㎡ (총면적 231.00㎡ 증가, 지분면적 46.20㎡ 증가)",130469.0,경기도 성남시 분당구 백현동 408-2번지,"231.00㎡ 중 46.20㎡ (총면적 231.00㎡ 증가, 지분면적 46.20㎡ 증가)",37.3788709044795,127.101434719134
송병철,장남,토지,대지,"경기도 성남시 분당구 백현동 408-5번지 68.00㎡ 중 13.60㎡ (총면적 68.00㎡ 증가, 지분면적 13.60㎡ 증가)",40038.0,경기도 성남시 분당구 백현동 408-5번지,"68.00㎡ 중 13.60㎡ (총면적 68.00㎡ 증가, 지분면적 13.60㎡ 증가)",37.378987821219,127.101581882314
송병철,장녀,토지,대지,"경기도 성남시 분당구 백현동 408-5번지 68.00㎡ 중 13.60㎡ (총면적 68.00㎡ 증가, 지분면적 13.60㎡ 증가)",40038.0,경기도 성남시 분당구 백현동 408-5번지,"68.00㎡ 중 13.60㎡ (총면적 68.00㎡ 증가, 지분면적 13.60㎡ 증가)",37.378987821219,127.101581882314
송병철,배우자,토지,대지,"경기도 성남시 분당구 백현동 408-5번지 68.00㎡ 중 40.80㎡ (총면적 68.00㎡ 증가, 지분면적 40.80㎡ 증가)",120115.0,경기도 성남시 분당구 백현동 408-5번지,"68.00㎡ 중 40.80㎡ (총면적 68.00㎡ 증가, 지분면적 40.80㎡ 증가)",37.378987821219,127.101581882314
최영희,본인,토지,대지,경기도 양주시 덕계동 465-10번지 429.00㎡ 중 214.50㎡,277778.0,경기도 양주시 덕계동 465-10번지,429.00㎡ 중 214.50㎡,37.8199849847129,127.046437726508
송병철,배우자,토지,대지,"경기도 이천시 설성면 자석리 184-1번지 1,127.00㎡ 중 307.36㎡ (총면적 1,127.00㎡ 증가, 지분면적 307.36㎡증가)",35992.0,경기도 이천시 설성면 자석리 184-1번지,"1,127.00㎡ 중 307.36㎡ (총면적 1,127.00㎡ 증가, 지분면적 307.36㎡증가)",37.1744516702143,127.549911245989
송병철,배우자,토지,대지,"경기도 이천시 설성면 자석리 185-1번지 1,742.00㎡ 중 475.09㎡ (총면적 1,742.00㎡ 증가, 지분면적 475.09㎡증가)",55633.0,경기도 이천시 설성면 자석리 185-1번지,"1,742.00㎡ 중 475.09㎡ (총면적 1,742.00㎡ 증가, 지분면적 475.09㎡증가)",37.1748261095399,127.549899321564
최춘식,배우자,토지,대지,"경기도 포천시 관인면 삼율리 15번지 1,243.00㎡",80174.0,경기도 포천시 관인면 삼율리 15번지,"1,243.00㎡",38.1583837940995,127.192767930235
서일준,본인,토지,대지,경상남도 거제시 연초면 한내리 369-3번지 364.00㎡,79352.0,경상남도 거제시 연초면 한내리 369-3번지,364.00㎡,34.9309186635156,128.606677066172
서일준,본인,토지,대지,경상남도 거제시 연초면 한내리 369번지 296.00㎡,57631.0,경상남도 거제시 연초면 한내리 369번지,296.00㎡,34.9311009552764,128.607027206913
김태호,모,토지,대지,경상남도 거창군 가조면 일부리 1279번지 269.05㎡(269.05㎡ 증가),40627.0,경상남도 거창군 가조면 일부리 1279번지,269.05㎡(269.05㎡ 증가),35.6990448117751,128.026103900378
김두관,본인,토지,대지,경상남도 남해군 고현면 이어리 540-3번지 65.00㎡,4531.0,경상남도 남해군 고현면 이어리 540-3번지,65.00㎡,34.8621657715888,127.895455420431
김두관,본인,토지,대지,경상남도 남해군 고현면 이어리 541-11번지 113.00㎡,6950.0,경상남도 남해군 고현면 이어리 541-11번지,113.00㎡,34.8619829664769,127.895505492097
김두관,본인,토지,대지,경상남도 남해군 고현면 이어리 716-9번지 26.00㎡,1656.0,경상남도 남해군 고현면 이어리 716-9번지,26.00㎡,34.8620901767231,127.895377942929
정동만,본인,토지,대지,경상남도 남해군 남해읍 입현리 1106번지 426.00㎡,17296.0,경상남도 남해군 남해읍 입현리 1106번지,426.00㎡,34.8230022706104,127.913321432575
이헌승,본인,토지,대지,경상남도 밀양시 무안면 내진리 265-1번지 720.00㎡(720.00㎡ 증가),72432.0,경상남도 밀양시 무안면 내진리 265-1번지,720.00㎡(720.00㎡ 증가),35.5289151526139,128.65408093954
이헌승,본인,토지,대지,경상남도 밀양시 무안면 내진리 265-2번지 392.00㎡(392.00㎡ 증가),42806.0,경상남도 밀양시 무안면 내진리 265-2번지,392.00㎡(392.00㎡ 증가),35.5284610675286,128.654000622371
이헌승,본인,토지,대지,경상남도 밀양시 무안면 내진리 265번지 571.00㎡(571.00㎡ 증가),62353.0,경상남도 밀양시 무안면 내진리 265번지,571.00㎡(571.00㎡ 증가),35.5286128488,128.653998997588
이헌승,본인,토지,대지,경상남도 밀양시 무안면 내진리 277번지 274.00㎡,31318.0,경상남도 밀양시 무안면 내진리 277번지,274.00㎡,35.5290706846963,128.654318287565
조해진,모,토지,대지,경상남도 밀양시 무안면 무안리 828-107번지 63.00㎡,12216.0,경상남도 밀양시 무안면 무안리 828-107번지,63.00㎡,35.4684327522349,128.648750301158
백종헌,본인,토지,대지,경상남도 양산시 신기동 644-9번지 927.70㎡,1231057.0,경상남도 양산시 신기동 644-9번지,927.70㎡,35.3552887255495,129.036910782447
강기윤,본인,토지,대지,경상남도 창원시 성산구 사파동 62-7번지 312.70㎡,394002.0,경상남도 창원시 성산구 사파동 62-7번지,312.70㎡,35.2249910929113,128.702653492826
김승수,배우자,토지,대지,경상북도 구미시 장천면 상장리 879-8번지 14.00㎡,9376.0,경상북도 구미시 장천면 상장리 879-8번지,14.00㎡,36.1273939446678,128.494721620855
양금희,배우자,토지,대지,경상북도 군위군 군위읍 대흥리 394-2번지 311.00㎡,15207.0,경상북도 군위군 군위읍 대흥리 394-2번지,311.00㎡,36.2761068158869,128.538712816247
김주영,본인,토지,대지,"경상북도 상주시 이안면 442번지 1,819.00㎡ (1,819.00㎡증가)",40745.0,경상북도 상주시 이안면 442번지,"1,819.00㎡ (1,819.00㎡증가)",36.5413521729243,128.154894484687
김주영,본인,토지,대지,경상북도 상주시 이안면 466-2번지 426.00㎡ (426.00㎡증가),9542.0,경상북도 상주시 이안면 466-2번지,426.00㎡ (426.00㎡증가),36.5341405114322,128.156845469801
이만희,본인,토지,대지,경상북도 영천시 고경면 대성리 269-1번지 23.00㎡,1667.0,경상북도 영천시 고경면 대성리 269-1번지,23.00㎡,35.9611141304583,128.999014985433
이만희,본인,토지,대지,경상북도 영천시 고경면 대성리 277번지 337.00㎡,40000.0,경상북도 영천시 고경면 대성리 277번지,337.00㎡,35.9613620986243,128.999058588259
이용빈,본인,토지,대지,광주광역시 광산구 흑석동 677번지 787.60㎡ 중 393.80㎡,414278.0,광주광역시 광산구 흑석동 677번지,787.60㎡ 중 393.80㎡,35.1832703116671,126.801005494456
김일권,배우자,토지,대지,광주광역시 북구 북동 189-1번지 320.70㎡ 중 80.17㎡,50908.0,광주광역시 북구 북동 189-1번지,320.70㎡ 중 80.17㎡,35.1550896249996,126.90859655685
이인선,본인,토지,대지,대구광역시 달서구 장기동 118-3번지 27.00㎡ 중 6.75㎡,6005.0,대구광역시 달서구 장기동 118-3번지,27.00㎡ 중 6.75㎡,35.8501580123862,128.518949921132
이인선,배우자,토지,대지,대구광역시 달서구 장기동 118-3번지 27.00㎡ 중 6.75㎡,6005.0,대구광역시 달서구 장기동 118-3번지,27.00㎡ 중 6.75㎡,35.8501580123862,128.518949921132
박병석,본인,토지,대지,대전광역시 동구 중동 35-10번지 148.60㎡,133977.0,대전광역시 동구 중동 35-10번지,148.60㎡,36.3331699122452,127.427524254865
김도읍,본인,토지,대지,부산광역시 강서구 강동동 159-4번지 331.00㎡ 중 82.75㎡,77917.0,부산광역시 강서구 강동동 159-4번지,331.00㎡ 중 82.75㎡,35.2194172817024,128.935665052328
백종헌,본인,토지,대지,부산광역시 금정구 장전동 505-140번지 410.00㎡ 중205.00㎡,252970.0,부산광역시 금정구 장전동 505-140번지,410.00㎡ 중205.00㎡,35.2282637354227,129.075353802083
백종헌,장녀,토지,대지,부산광역시 연제구 연산동 739-5번지 156.40㎡,471233.0,부산광역시 연제구 연산동 739-5번지,156.40㎡,35.185540393542,129.082509203221
송병철,배우자,토지,대지,"서울특별시 강남구 압구정동 527번지 7,774.20㎡ 중29.74㎡ (총면적 7,774.20㎡ 증가, 지분면적 29.74㎡ 증가)",718221.0,서울특별시 강남구 압구정동 527번지,"7,774.20㎡ 중29.74㎡ (총면적 7,774.20㎡ 증가, 지분면적 29.74㎡ 증가)",37.5293130989456,127.0433846854
이은주,본인,토지,대지,서울특별시 도봉구 방학동 661-26번지 152.40㎡ 중76.20㎡,352882.0,서울특별시 도봉구 방학동 661-26번지,152.40㎡ 중76.20㎡,37.6657267030339,127.036941098099
윤주경,본인,토지,대지,서울특별시 동작구 상도동 335-20번지 331.00㎡ 중10.03㎡,48344.0,서울특별시 동작구 상도동 335-20번지,331.00㎡ 중10.03㎡,37.5020862680042,126.929758312614
윤주경,본인,토지,대지,서울특별시 동작구 상도동 335-68번지 331.00㎡ 중10.03㎡,48344.0,서울특별시 동작구 상도동 335-68번지,331.00㎡ 중10.03㎡,37.5019262791361,126.929808336285
송병철,배우자,토지,대지,서울특별시 동작구 상도동 366-22번지 472.00㎡ 중100.12㎡ (지분면적 33.37㎡ 증가),1256506.0,서울특별시 동작구 상도동 366-22번지,472.00㎡ 중100.12㎡ (지분면적 33.37㎡ 증가),37.5043441598379,126.938602126094
송병철,배우자,토지,대지,서울특별시 동작구 상도동 366-38번지 123.00㎡ 중14.90㎡ (지분면적 4.96㎡ 증가),205620.0,서울특별시 동작구 상도동 366-38번지,123.00㎡ 중14.90㎡ (지분면적 4.96㎡ 증가),37.5044709355024,126.937920616779
송병철,배우자,토지,대지,서울특별시 동작구 상도동 366-41번지 18.00㎡ 중 2.18㎡(지분면적 0.73㎡ 증가),30084.0,서울특별시 동작구 상도동 366-41번지,18.00㎡ 중 2.18㎡(지분면적 0.73㎡ 증가),37.5044636204041,126.938059957523
송병철,배우자,토지,대지,"서울특별시 동작구 상도동 366-5번지 2,916.00㎡ 중298.22㎡ (지분면적 99.40㎡ 증가)",2548588.0,서울특별시 동작구 상도동 366-5번지,"2,916.00㎡ 중298.22㎡ (지분면적 99.40㎡ 증가)",37.5042139967476,126.937291224318
윤호중,배우자,토지,대지,서울특별시 서대문구 북가좌동 186-114번지 36.00㎡,127764.0,서울특별시 서대문구 북가좌동 186-114번지,36.00㎡,37.5766022581314,126.907254588104
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-10번지 182.70㎡,2594340.0,서울특별시 송파구 잠실동 196-10번지,182.70㎡,37.5083789987543,127.07945184327
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-11번지 175.20㎡ 중122.60㎡,1740920.0,서울특별시 송파구 잠실동 196-11번지,175.20㎡ 중122.60㎡,37.5082520275098,127.079481115227
박덕흠,배우자,토지,대지,서울특별시 송파구 잠실동 196-11번지 175.20㎡ 중52.60㎡,746920.0,서울특별시 송파구 잠실동 196-11번지,175.20㎡ 중52.60㎡,37.5082520275098,127.079481115227
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중137.10㎡,1946820.0,서울특별시 송파구 잠실동 196-12번지,195.80㎡ 중137.10㎡,37.5081213613777,127.079511514185
박덕흠,배우자,토지,대지,서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중58.70㎡,833540.0,서울특별시 송파구 잠실동 196-12번지,195.80㎡ 중58.70㎡,37.5081213613777,127.079511514185
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-17번지 273.70㎡ 중191.60㎡,2720720.0,서울특별시 송파구 잠실동 196-17번지,273.70㎡ 중191.60㎡,37.5081467465409,127.079679610506
박덕흠,배우자,토지,대지,서울특별시 송파구 잠실동 196-17번지 273.70㎡ 중82.10㎡,1165820.0,서울특별시 송파구 잠실동 196-17번지,273.70㎡ 중82.10㎡,37.5081467465409,127.079679610506
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-18번지 245.00㎡ 중171.50㎡,2435300.0,서울특별시 송파구 잠실동 196-18번지,245.00㎡ 중171.50㎡,37.5082774127916,127.079649098729
박덕흠,배우자,토지,대지,서울특별시 송파구 잠실동 196-18번지 245.00㎡ 중73.50㎡,1043700.0,서울특별시 송파구 잠실동 196-18번지,245.00㎡ 중73.50㎡,37.5082774127916,127.079649098729
박덕흠,배우자,토지,대지,서울특별시 송파구 잠실동 196-19번지 255.70㎡,3630940.0,서울특별시 송파구 잠실동 196-19번지,255.70㎡,37.5084035733258,127.079619599981
박덕흠,배우자,토지,대지,서울특별시 송파구 잠실동 196-20번지 224.30㎡ 중112.10㎡,1591820.0,서울특별시 송파구 잠실동 196-20번지,224.30㎡ 중112.10㎡,37.5085244170122,127.079591452719
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-20번지 224.30㎡ 중112.20㎡,1593240.0,서울특별시 송파구 잠실동 196-20번지,224.30㎡ 중112.20㎡,37.5085244170122,127.079591452719
박덕흠,본인,토지,대지,서울특별시 송파구 잠실동 196-9번지 160.50㎡,2279100.0,서울특별시 송파구 잠실동 196-9번지,160.50㎡,37.5084999325019,127.079423695842
김영선,본인,토지,대지,서울특별시 영등포구 당산동1가 41-3번지 243.00㎡,2342034.0,서울특별시 영등포구 당산동1가 41-3번지,243.00㎡,37.5214882850146,126.896521283675
조은희,배우자,토지,대지,서울특별시 은평구 대조동 9-34번지 43.00㎡,230523.0,서울특별시 은평구 대조동 9-34번지,43.00㎡,37.6104000181927,126.928398517329
김형동,본인,토지,대지,서울특별시 종로구 옥인동 0.00㎡ (199.70㎡ 감소),0.0,서울특별시 종로구 옥인동,0.00㎡ (199.70㎡ 감소),37.5835230926996,126.963385995622
강준현,모,토지,대지,세종특별자치시 금남면 발산리 110-1번지 10.00㎡,668.0,세종특별자치시 금남면 발산리 110-1번지,10.00㎡,36.4534174573769,127.285779955555
강준현,모,토지,대지,세종특별자치시 금남면 발산리 110-2번지 383.00㎡,178592.0,세종특별자치시 금남면 발산리 110-2번지,383.00㎡,36.4535372574759,127.285275291178
강준현,모,토지,대지,세종특별자치시 금남면 발산리 110-8번지 348.00㎡,162272.0,세종특별자치시 금남면 발산리 110-8번지,348.00㎡,36.4535542691304,127.285095198234
강준현,모,토지,대지,세종특별자치시 금남면 발산리 111-2번지 41.00㎡,16285.0,세종특별자치시 금남면 발산리 111-2번지,41.00㎡,36.4534027580668,127.285219134675
이헌승,장녀,토지,대지,"울산광역시 울주군 삼남읍 방기리 956-2번지 0.00㎡ 중 0.00㎡ (총면적 0.00㎡ 감소, 지분면적 0.00㎡ 감소)",0.0,울산광역시 울주군 삼남읍 방기리 956-2번지,"0.00㎡ 중 0.00㎡ (총면적 0.00㎡ 감소, 지분면적 0.00㎡ 감소)",35.5103694329425,129.080002703147
이헌승,차녀,토지,대지,"울산광역시 울주군 삼남읍 방기리 956-2번지 0.00㎡ 중 0.00㎡ (총면적 0.00㎡ 감소, 지분면적 0.00㎡ 감소)",0.0,울산광역시 울주군 삼남읍 방기리 956-2번지,"0.00㎡ 중 0.00㎡ (총면적 0.00㎡ 감소, 지분면적 0.00㎡ 감소)",35.5103694329425,129.080002703147
이헌승,장녀,토지,대지,울산광역시 울주군 삼남읍 방기리 956-2번지 765.80㎡ 중191.45㎡,66031.0,울산광역시 울주군 삼남읍 방기리 956-2번지,765.80㎡ 중191.45㎡,35.5103694329425,129.080002703147
이헌승,차녀,토지,대지,울산광역시 울주군 삼남읍 방기리 956-2번지 765.80㎡ 중191.45㎡,66031.0,울산광역시 울주군 삼남읍 방기리 956-2번지,765.80㎡ 중191.45㎡,35.5103694329425,129.080002703147
송병철,배우자,토지,대지,"인천광역시 남동구 만수동 1087-7번지 143.40㎡ 중 8.23㎡ (총면적 143.40㎡ 증가, 지분면적 8.23㎡ 증가)",17983.0,인천광역시 남동구 만수동 1087-7번지,"143.40㎡ 중 8.23㎡ (총면적 143.40㎡ 증가, 지분면적 8.23㎡ 증가)",37.4453069089548,126.736932930483
송병철,배우자,토지,대지,"인천광역시 남동구 만수동 1087-8번지 267.40㎡ 중15.82㎡ (총면적 267.40㎡ 증가, 지분면적 15.82㎡ 증가)",34567.0,인천광역시 남동구 만수동 1087-8번지,"267.40㎡ 중15.82㎡ (총면적 267.40㎡ 증가, 지분면적 15.82㎡ 증가)",37.4453631322102,126.736649764054
송병철,배우자,토지,대지,"인천광역시 남동구 만수동 370-3번지 159.00㎡ 중 9.12㎡ (총면적 159.00㎡ 증가, 지분면적 9.12㎡ 증가)",10141.0,인천광역시 남동구 만수동 370-3번지,"159.00㎡ 중 9.12㎡ (총면적 159.00㎡ 증가, 지분면적 9.12㎡ 증가)",37.4512774774865,126.737547850259
송병철,배우자,토지,대지,"인천광역시 남동구 만수동 371-1번지 469.00㎡ 중 26.92㎡ (총면적 469.00㎡ 증가, 지분면적 26.92㎡ 증가)",33650.0,인천광역시 남동구 만수동 371-1번지,"469.00㎡ 중 26.92㎡ (총면적 469.00㎡ 증가, 지분면적 26.92㎡ 증가)",37.4515437956146,126.737700848001
송병철,배우자,토지,대지,"인천광역시 남동구 만수동 374-2번지 232.00㎡ 중 13.32㎡ (총면적 232.00㎡ 증가, 지분면적 13.32㎡ 증가)",27066.0,인천광역시 남동구 만수동 374-2번지,"232.00㎡ 중 13.32㎡ (총면적 232.00㎡ 증가, 지분면적 13.32㎡ 증가)",37.4519124729356,126.737409446308
송병철,배우자,토지,대지,"인천광역시 남동구 서창동 550-12번지 297.70㎡ 중 17.09㎡ (총면적 297.70㎡ 증가, 지분면적 17.09㎡ 증가)",26472.0,인천광역시 남동구 서창동 550-12번지,"297.70㎡ 중 17.09㎡ (총면적 297.70㎡ 증가, 지분면적 17.09㎡ 증가)",37.4380123194026,126.743869752012
송병철,배우자,토지,대지,"인천광역시 남동구 서창동 550-2번지 504.70㎡ 중 28.97㎡ (총면적 504.70㎡ 증가, 지분면적 28.97㎡ 증가)",58635.0,인천광역시 남동구 서창동 550-2번지,"504.70㎡ 중 28.97㎡ (총면적 504.70㎡ 증가, 지분면적 28.97㎡ 증가)",37.4381898911462,126.743903045709
송병철,배우자,토지,대지,"인천광역시 남동구 서창동 550-3번지 516.60㎡ 중 29.66㎡ (총면적 516.60㎡ 증가, 지분면적 29.66㎡ 증가)",60032.0,인천광역시 남동구 서창동 550-3번지,"516.60㎡ 중 29.66㎡ (총면적 516.60㎡ 증가, 지분면적 29.66㎡ 증가)",37.4381871106859,126.744158539692
송병철,배우자,토지,대지,"인천광역시 남동구 서창동 553-11번지 630.70㎡ 중36.21㎡ (총면적 630.70㎡ 증가, 지분면적 36.21㎡ 증가)",53410.0,인천광역시 남동구 서창동 553-11번지,"630.70㎡ 중36.21㎡ (총면적 630.70㎡ 증가, 지분면적 36.21㎡ 증가)",37.4372022722435,126.744936358352
송병철,배우자,토지,대지,"인천광역시 남동구 서창동 553-12번지 558.80㎡ 중 32.08㎡ (총면적 558.80㎡ 증가, 지분면적 32.08㎡ 증가)",48697.0,인천광역시 남동구 서창동 553-12번지,"558.80㎡ 중 32.08㎡ (총면적 558.80㎡ 증가, 지분면적 32.08㎡ 증가)",37.437462488602,126.744938074121
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 122-2번지 327.00㎡ 중 18.77㎡ (총면적 327.00㎡ 증가, 지분면적 18.77㎡ 증가)",20628.0,인천광역시 남동구 장수동 122-2번지,"327.00㎡ 중 18.77㎡ (총면적 327.00㎡ 증가, 지분면적 18.77㎡ 증가)",37.4599406057755,126.7715603263
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 125번지 337.00㎡ 중 19.34㎡ (총면적 337.00㎡ 증가, 지분면적 19.34㎡ 증가)",18327.0,인천광역시 남동구 장수동 125번지,"337.00㎡ 중 19.34㎡ (총면적 337.00㎡ 증가, 지분면적 19.34㎡ 증가)",37.4596641301648,126.772283646243
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 46-5번지 62.00㎡ 중 3.55㎡ (총면적 62.00㎡ 증가, 지분면적 3.55㎡ 증가)",4210.0,인천광역시 남동구 장수동 46-5번지,"62.00㎡ 중 3.55㎡ (총면적 62.00㎡ 증가, 지분면적 3.55㎡ 증가)",37.4593143328836,126.773536606072
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 52-1번지 460.00㎡ 중 26.41㎡ (총면적 460.00㎡ 증가, 지분면적 26.41㎡ 증가)",24915.0,인천광역시 남동구 장수동 52-1번지,"460.00㎡ 중 26.41㎡ (총면적 460.00㎡ 증가, 지분면적 26.41㎡ 증가)",37.4599679694855,126.772667701909
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 52-2번지 360.00㎡ 중 20.66㎡ (총면적 360.00㎡ 증가, 지분면적 20.66㎡ 증가)",21548.0,인천광역시 남동구 장수동 52-2번지,"360.00㎡ 중 20.66㎡ (총면적 360.00㎡ 증가, 지분면적 20.66㎡ 증가)",37.4598034556493,126.772579585337
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 52-3번지 1,144.00㎡ 중65.68㎡ (총면적 1,144.00㎡ 증가, 지분면적 65.68㎡ 증가)",68504.0,인천광역시 남동구 장수동 52-3번지,"1,144.00㎡ 중65.68㎡ (총면적 1,144.00㎡ 증가, 지분면적 65.68㎡ 증가)",37.4598500393231,126.772299584716
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 53번지 850.00㎡ 중 48.80㎡ (총면적 850.00㎡ 증가, 지분면적 48.80㎡ 증가)",49678.0,인천광역시 남동구 장수동 53번지,"850.00㎡ 중 48.80㎡ (총면적 850.00㎡ 증가, 지분면적 48.80㎡ 증가)",37.4599196309549,126.771943219324
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 54번지 483.00㎡ 중 27.73㎡ (총면적 483.00㎡ 증가, 지분면적 27.73㎡ 증가)",27705.0,인천광역시 남동구 장수동 54번지,"483.00㎡ 중 27.73㎡ (총면적 483.00㎡ 증가, 지분면적 27.73㎡ 증가)",37.4601582827125,126.772023197515
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 55번지 999.00㎡ 중 57.35㎡ (총면적 999.00㎡ 증가, 지분면적 57.35㎡ 증가)",60734.0,인천광역시 남동구 장수동 55번지,"999.00㎡ 중 57.35㎡ (총면적 999.00㎡ 증가, 지분면적 57.35㎡ 증가)",37.4601201154137,126.771761537526
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 72번지 799.00㎡ 중 45.87㎡ (총면적 799.00㎡ 증가, 지분면적 45.87㎡ 증가)",50411.0,인천광역시 남동구 장수동 72번지,"799.00㎡ 중 45.87㎡ (총면적 799.00㎡ 증가, 지분면적 45.87㎡ 증가)",37.4607297032032,126.769514791622
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 74번지 225.00㎡ 중 12.91㎡ (총면적 225.00㎡ 증가, 지분면적 12.91㎡ 증가)",11807.0,인천광역시 남동구 장수동 74번지,"225.00㎡ 중 12.91㎡ (총면적 225.00㎡ 증가, 지분면적 12.91㎡ 증가)",37.4604524981816,126.769533162075
송병철,배우자,토지,대지,"인천광역시 남동구 장수동 87번지 21.00㎡ 중 1.20㎡(총면적 21.00㎡ 증가, 지분면적 1.20㎡ 증가)",69.0,인천광역시 남동구 장수동 87번지,"21.00㎡ 중 1.20㎡(총면적 21.00㎡ 증가, 지분면적 1.20㎡ 증가)",37.4597392431093,126.767409845981
배준영,본인,토지,대지,인천광역시 미추홀구 용현동 50-38번지 31.60㎡,42912.0,인천광역시 미추홀구 용현동 50-38번지,31.60㎡,37.4496585833735,126.663941106903
배준영,본인,토지,대지,인천광역시 미추홀구 용현동 50-48번지 169.70㎡,230452.0,인천광역시 미추홀구 용현동 50-48번지,169.70㎡,37.4497385233127,126.663631544623
배준영,본인,토지,대지,인천광역시 미추홀구 용현동 50-9번지 173.90㎡,396318.0,인천광역시 미추홀구 용현동 50-9번지,173.90㎡,37.4495927064886,126.663524835011
김승남,부,토지,대지,전라남도 고흥군 풍양면 풍남리 1117-2번지 142.00㎡(142.00㎡ 증가),2795.0,전라남도 고흥군 풍양면 풍남리 1117-2번지,142.00㎡(142.00㎡ 증가),34.5199742704341,127.241453844299
