이름,본인과의관계,재산구분,재산의 종류,소재지 면적 등 권리의 명세,현재가액,건물주소,건물면적,Latitude,Longitude
김회재,본인,건물,사무실(전세(임차)권),전라남도 여수시 신기동 대지 998.58㎡ 건물 190.68㎡,1000.0,전라남도 여수시 신기동,대지 998.58㎡ 건물 190.68㎡,34.7584835251092,127.673390911413
김회재,본인,건물,아파트(전세(임차)권),전라남도 여수시 소라면 죽림리 죽림 양우내안애아파트건물 74.69㎡,220000.0,전라남도 여수시 소라면 죽림리,죽림 양우내안애아파트건물 74.69㎡,34.7644841292068,127.631504568558
김희곤,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 당산동 리오팰리스 건물 33.79㎡,5000.0,서울특별시 영등포구 당산동,리오팰리스 건물 33.79㎡,37.5402584246454,126.902165652703
김희국,본인,건물,사무실(전세(임차)권),경상북도 영덕군 영덕읍 남석리 송치과 건물 166.05㎡,40000.0,경상북도 영덕군 영덕읍 남석리,송치과 건물 166.05㎡,36.4078888651393,129.36611015187
김희국,본인,건물,사무실(전세(임차)권),경상북도 의성군 의성읍 후죽리 건물 56.33㎡,20000.0,경상북도 의성군 의성읍 후죽리,건물 56.33㎡,36.3651428541795,128.694611445385
남인순,본인,건물,아파트(전세(임차)권),서울특별시 송파구 거여동 e편한세상 송파 파크센트럴건물 59.96㎡,740000.0,서울특별시 송파구 거여동,e편한세상 송파 파크센트럴건물 59.96㎡,37.4969242257406,127.143310298223
노용호,본인,건물,근린생활시설(전세(임차)권),강원도 춘천시 퇴계동 남춘천역코아루웰라움타워애비뉴상가동 건물 76.01㎡ (건물 76.01㎡ 증가),20000.0,강원도 춘천시 퇴계동 남춘천역코아루웰라움타워애비뉴상가동,건물 76.01㎡ (건물 76.01㎡ 증가),,
노용호,부,건물,다세대주택(전세(임차)권),강원도 강릉시 사천면 사기막리 건물 27.97㎡,300.0,강원도 강릉시 사천면 사기막리,건물 27.97㎡,37.774263504103,128.767672936402
노우진,배우자,건물,근린생활시설(전세(임차)권),"서울특별시 용산구 산천동 삼성테마트 건물 3,460.00㎡ 중20.57㎡",10000.0,서울특별시 용산구 산천동,"삼성테마트 건물 3,460.00㎡ 중20.57㎡",37.535416505796,126.951801048783
노우진,차녀,건물,연립주택(전세(임차)권),"서울특별시 마포구 합정동 건우빌라 건물 0.00㎡ 중 0.00㎡ (건물 총면적 250.00㎡ 감소, 지분면적 25.00㎡ 감소)",0.0,서울특별시 마포구 합정동,"건우빌라 건물 0.00㎡ 중 0.00㎡ (건물 총면적 250.00㎡ 감소, 지분면적 25.00㎡ 감소)",37.5516618139959,126.911756414276
노웅래,본인,건물,근린생활시설(전세(임차)권),서울특별시 마포구 대흥동 건물 475.72㎡ 중 118.93㎡,20000.0,서울특별시 마포구 대흥동,건물 475.72㎡ 중 118.93㎡,37.5498936438387,126.943403941965
도종환,배우자,건물,아파트(전세(임차)권),서울특별시 마포구 마포동 강변한신코아아파트 건물83.16㎡,350000.0,서울특별시 마포구 마포동,강변한신코아아파트 건물83.16㎡,37.5371140702001,126.943825451904
류성걸,본인,건물,사무실(전세(임차)권),대구광역시 동구 신암동 건물 164.74㎡,50000.0,대구광역시 동구 신암동,건물 164.74㎡,35.8842737864276,128.616332122198
류성걸,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 여의도동 건물 47.54㎡,10000.0,서울특별시 영등포구 여의도동,건물 47.54㎡,37.5267849150832,126.930167091136
류호정,본인,건물,아파트(전세(임차)권),경기도 성남시 분당구 야탑동 장미마을 동부코오롱 아파트건물 59.76㎡,250000.0,경기도 성남시 분당구 야탑동 장미마을 동,부코오롱 아파트건물 59.76㎡,,
맹성규,본인,건물,근린생활시설(전세(임차)권),인천광역시 남동구 구월동 대진빌딩 대지 330.10㎡ 건물206.79㎡,30000.0,인천광역시 남동구 구월동,대진빌딩 대지 330.10㎡ 건물206.79㎡,37.4493320894429,126.713525152911
맹성규,배우자,건물,아파트(전세(임차)권),인천광역시 남동구 구월동 구월아시아드선수촌센트럴자이 건물 101.93㎡,445000.0,인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이 건물 101.93㎡,37.4493320894429,126.713525152911
맹성규,모,건물,아파트(전세(임차)권),인천광역시 동구 송현동 솔빛마을주공아파트 건물 46.92㎡,30000.0,인천광역시 동구 송현동,솔빛마을주공아파트 건물 46.92㎡,37.4889408638872,126.641120648772
문진석,장남,건물,다세대주택(전세(임차)권),"서울특별시 관악구 신림동 대지 0.00㎡ 건물 0.00㎡ (대지19.11㎡ 감소, 건물 262.80㎡ 감소)",0.0,서울특별시 관악구 신림동,"대지 0.00㎡ 건물 0.00㎡ (대지19.11㎡ 감소, 건물 262.80㎡ 감소)",37.4874127684412,126.927123713685
민병덕,모,건물,다가구주택(전세(임차)권),서울특별시 영등포구 신길동 건물 70.00㎡,130000.0,서울특별시 영등포구 신길동,건물 70.00㎡,37.5041663202169,126.91406973946
민병덕,본인,건물,사무실(전세(임차)권),경기도 안양시 동안구 관양동 건물 115.00㎡,10000.0,경기도 안양시 동안구 관양동,건물 115.00㎡,37.4047456704889,126.964638772038
민형배,배우자,건물,오피스텔(전세(임차)권),서울특별시 용산구 한강로2가 래미안용산 더 센트럴 건물47.65㎡,409500.0,서울특별시 용산구 한강로2가,래미안용산 더 센트럴 건물47.65㎡,37.5315623013378,126.968683607087
민홍철,본인,건물,근린생활시설(전세(임차)권),경상남도 김해시 삼계동 삼계위너스타운 건물 0.00㎡(건물 167.72㎡ 감소),0.0,경상남도 김해시 삼계동,삼계위너스타운 건물 0.00㎡(건물 167.72㎡ 감소),35.2707706209913,128.86607071872
민홍철,본인,건물,사무실(전세(임차)권),경상남도 김해시 삼계동 삼계위너스타운 건물 159.87㎡(건물 159.87㎡ 증가),10000.0,경상남도 김해시 삼계동,삼계위너스타운 건물 159.87㎡(건물 159.87㎡ 증가),35.2707706209913,128.86607071872
민홍철,본인,건물,아파트(전세(임차)권),경상남도 김해시 삼계동 화정마을 부영2차아파트 건물84.98㎡,165000.0,경상남도 김해시 삼계동,화정마을 부영2차아파트 건물84.98㎡,35.2707706209913,128.86607071872
민홍철,배우자,건물,아파트(전세(임차)권),서울특별시 영등포구 당산동5가 당산센트럴아이파크 건물106.29㎡,840000.0,서울특별시 영등포구 당산동,5가 당산센트럴아이파크 건물106.29㎡,37.5402584246454,126.902165652703
박광온,본인,건물,사무실(전세(임차)권),경기도 수원시 영통구 원천동 성민프라자 건물 200.33㎡,30000.0,경기도 수원시 영통구 원천동,성민프라자 건물 200.33㎡,37.2734624286598,127.053213432207
박광온,배우자,건물,아파트(전세(임차)권),경기도 수원시 영통구 원천동 광교아이파크 건물 506.52㎡(건물 506.52㎡ 증가),870000.0,경기도 수원시 영통구 원천동,광교아이파크 건물 506.52㎡(건물 506.52㎡ 증가),37.2734624286598,127.053213432207
박광온,배우자,건물,아파트(전세(임차)권),경기도 수원시 영통구 하동 광교 더샵 레이크파크 건물0.00㎡ (건물 84.96㎡ 감소),0.0,경기도 수원시 영통구 하동,광교 더샵 레이크파크 건물0.00㎡ (건물 84.96㎡ 감소),37.2899942604676,127.074128958987
박대수,모,건물,다가구주택(전세(임차)권),서울특별시 용산구 원효로1가 건물 53.38㎡,240000.0,서울특별시 용산구 원효로1가,건물 53.38㎡,37.539613202648,126.967064466585
박대수,본인,건물,아파트(전세(임차)권),서울특별시 구로구 신도림동 신도림2차동아아파트 건물84.90㎡ (건물 84.90㎡ 증가),700000.0,서울특별시 구로구 신도림동 신도림2차동,아아파트 건물84.90㎡ (건물 84.90㎡ 증가),,
박대출,본인,건물,사무실(전세(임차)권),경상남도 진주시 인사동 건물 42.00㎡,20000.0,경상남도 진주시 인사동,건물 42.00㎡,35.191363655428,128.074410290631
박대출,본인,건물,아파트(전세(임차)권),경상남도 진주시 평거동 들말대경아파트 건물 59.60㎡,70000.0,경상남도 진주시 평거동,들말대경아파트 건물 59.60㎡,35.1738211142887,128.065384700633
박덕흠,본인,건물,근린생활시설(전세(임차)권),충청북도 옥천군 옥천읍 금구리 대지 379.36㎡ 건물487.43㎡ 중 305.48㎡,50000.0,충청북도 옥천군 옥천읍 금구리,대지 379.36㎡ 건물487.43㎡ 중 305.48㎡,36.2998667105418,127.571573230541
박덕흠,본인,건물,상가(전세(임차)권),충청북도 괴산군 괴산읍 동부리 대지 452.80㎡ 건물153.00㎡,50000.0,충청북도 괴산군 괴산읍 동,부리 대지 452.80㎡ 건물153.00㎡,,
박덕흠,본인,건물,상가(전세(임차)권),충청북도 보은군 보은읍 교사리 건물 230.00㎡,400000.0,충청북도 보은군 보은읍 교사리,건물 230.00㎡,36.4935903541807,127.714783402436
박덕흠,배우자,건물,아파트(전세(임차)권),서울특별시 송파구 잠실동 아시아선수촌아파트 건물384.55㎡,200000.0,서울특별시 송파구 잠실동,아시아선수촌아파트 건물384.55㎡,37.5119564733933,127.088282780728
박덕흠,본인,건물,아파트(전세(임차)권),충청북도 옥천군 옥천읍 금구리 옥천계룡리슈빌 건물84.98㎡,210000.0,충청북도 옥천군 옥천읍 금구리 옥천계룡리,슈빌 건물84.98㎡,,
박범계,본인,건물,상가(전세(임차)권),"대전광역시 서구 월평동 한미빌딩 건물 1,524.73㎡ 중145.20㎡",60000.0,대전광역시 서구 월평동,"한미빌딩 건물 1,524.73㎡ 중145.20㎡",36.3546931857663,127.357608933166
박범계,본인,건물,아파트(전세(임차)권),"서울특별시 서초구 서초동 더샾서초 건물 0.00㎡ (건물15,552.60㎡ 감소)",0.0,서울특별시 서초구 서초동,"더샾서초 건물 0.00㎡ (건물15,552.60㎡ 감소)",37.4900861966504,127.01953478052
박범계,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 영등포동8가 리마크빌 영등포 건물25.34㎡ (건물 25.34㎡ 증가),10000.0,서울특별시 영등포구 영등포동,8가 리마크빌 영등포 건물25.34㎡ (건물 25.34㎡ 증가),37.5134118222975,126.906168599588
박병석,본인,건물,사무실(전세(임차)권),대전광역시 서구 도마동 건물 132.00㎡,30000.0,대전광역시 서구 도마동,건물 132.00㎡,36.3160391986021,127.38115530131
박병석,본인,건물,아파트(전세(임차)권),서울특별시 용산구 이촌동 타워맨션 건물 202.45㎡,1400000.0,서울특별시 용산구 이촌동,타워맨션 건물 202.45㎡,37.5141954312251,126.972097769518
박상혁,본인,건물,상가(전세(임차)권),경기도 김포시 구래동 한강신도시 반도유보라 4차 대지41.65㎡ 건물 84.25㎡,40000.0,경기도 김포시 구래동,한강신도시 반도유보라 4차 대지41.65㎡ 건물 84.25㎡,37.6464770568314,126.623671091844
박상혁,배우자,건물,아파트(전세(임차)권),경기도 김포시 운양동 풍경마을 래미안 한강2차 건물91.20㎡,239400.0,경기도 김포시 운양동,풍경마을 래미안 한강2차 건물91.20㎡,37.6513367527863,126.683097821946
박성민,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 영등포동8가 리마크빌 영등포 건물0.00㎡ (건물 77.33㎡ 감소),0.0,서울특별시 영등포구 영등포동,8가 리마크빌 영등포 건물0.00㎡ (건물 77.33㎡ 감소),37.5134118222975,126.906168599588
박성민,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 영등포동8가 리마크빌 영등포 건물100.73㎡ (건물 100.73㎡ 증가),15000.0,서울특별시 영등포구 영등포동,8가 리마크빌 영등포 건물100.73㎡ (건물 100.73㎡ 증가),37.5134118222975,126.906168599588
박성준,본인,건물,사무실(전세(임차)권),"서울특별시 중구 신당동 자이언트빌딩 건물 680.34㎡ 중288.09㎡ (건물 총면적 680.34㎡ 증가, 지분면적 288.09㎡ 증가)",50000.0,서울특별시 중구 신당동,"자이언트빌딩 건물 680.34㎡ 중288.09㎡ (건물 총면적 680.34㎡ 증가, 지분면적 288.09㎡ 증가)",37.5620157313145,127.014442188261
박성준,본인,건물,오피스텔(전세(임차)권),서울특별시 중구 만리동2가 KCC 파크타운 대지 27.39㎡건물 66.47㎡ (대지 39.08㎡ 감소),100000.0,서울특별시 중구 만리동,2가 KCC 파크타운 대지 27.39㎡건물 66.47㎡ (대지 39.08㎡ 감소),37.5561628100871,126.967288060049
박성중,배우자,건물,아파트(전세(임차)권),서울특별시 서초구 방배동 래미안방배아트힐 건물124.61㎡ (건물 124.61㎡ 증가),1500000.0,서울특별시 서초구 방배동,래미안방배아트힐 건물124.61㎡ (건물 124.61㎡ 증가),37.483413014657,126.994486969319
박성중,배우자,건물,아파트(전세(임차)권),서울특별시 서초구 방배동 신동아럭스빌 건물 0.00㎡(건물 164.43㎡ 감소),0.0,서울특별시 서초구 방배동 신동,아럭스빌 건물 0.00㎡(건물 164.43㎡ 감소),,
박성중,배우자,건물,오피스텔(전세(임차)권),서울특별시 용산구 한강로2가 한강현대하이엘 건물41.80㎡,230000.0,서울특별시 용산구 한강로2가,한강현대하이엘 건물41.80㎡,37.5315623013378,126.968683607087
박수영,본인,건물,아파트(전세(임차)권),부산광역시 남구 대연동 대연롯데캐슬레전드 건물 84.95㎡,200000.0,부산광역시 남구 대연동,대연롯데캐슬레전드 건물 84.95㎡,35.1378939446187,129.09146973801
박영순,장남,건물,다가구주택(전세(임차)권),"서울특별시 관악구 봉천동 대지 1,171.35㎡ 건물 19.60㎡ (대지 1,171.35㎡ 증가, 건물 19.60㎡ 증가)",59000.0,서울특별시 관악구 봉천동,"대지 1,171.35㎡ 건물 19.60㎡ (대지 1,171.35㎡ 증가, 건물 19.60㎡ 증가)",37.482538491727,126.952165181187
박영순,차남,건물,다가구주택(전세(임차)권),"서울특별시 성북구 안암동1가 대지 546.33㎡ 건물 25.00㎡(대지 546.33㎡ 증가, 건물 25.00㎡ 증가)",72000.0,서울특별시 성북구 안암동,"1가 대지 546.33㎡ 건물 25.00㎡(대지 546.33㎡ 증가, 건물 25.00㎡ 증가)",37.5858189680129,127.021344106907
박영순,장녀,건물,단독주택(전세(임차)권),서울특별시 관악구 봉천동 대지 152.00㎡ 건물 38.26㎡,170000.0,서울특별시 관악구 봉천동,대지 152.00㎡ 건물 38.26㎡,37.482538491727,126.952165181187
박완주,본인,건물,근린생활시설(전세(임차)권),충청남도 천안시 서북구 백석동천안미래에이스하이테크시티 건물 145.56㎡,50000.0,충청남도 천안시 서북구 백석동,천안미래에이스하이테크시티 건물 145.56㎡,36.8197488923036,127.115111448507
박완주,장남,건물,아파트(전세(임차)권),세종특별자치시 고운동 가락마을8단지 건물 74.00㎡,280000.0,세종특별자치시 고운동,가락마을8단지 건물 74.00㎡,36.5241551273918,127.237632940381
박완주,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 영등포동8가 리마크빌 영등포 건물0.00㎡ (건물 27.28㎡ 감소),0.0,서울특별시 영등포구 영등포동,8가 리마크빌 영등포 건물0.00㎡ (건물 27.28㎡ 감소),37.5134118222975,126.906168599588
박용진,본인,건물,복합건물(주택+상가)(전세(임차)권),서울특별시 강북구 미아동 건물 132.00㎡,40000.0,서울특별시 강북구 미아동,건물 132.00㎡,37.6270831294022,127.027060776679
박재유,장남,건물,단독주택(전세(임차)권),서울특별시 관악구 신림동 건물 18.00㎡,120000.0,서울특별시 관악구 신림동,건물 18.00㎡,37.4874127684412,126.927123713685
박재유,본인,건물,아파트(전세(임차)권),경기도 시흥시 능곡동 신일해피트리아파트 건물 107.25㎡,470000.0,경기도 시흥시 능곡동,신일해피트리아파트 건물 107.25㎡,37.3663067920925,126.815783853779
박재호,본인,건물,사무실(전세(임차)권),"부산광역시 남구 대연동 박재호사무소 대지 128.93㎡ 건물 370.91㎡ (대지 128.93㎡ 증가, 건물 370.91㎡ 증가)",40000.0,부산광역시 남구 대연동,"박재호사무소 대지 128.93㎡ 건물 370.91㎡ (대지 128.93㎡ 증가, 건물 370.91㎡ 증가)",35.1378939446187,129.09146973801
박재호,본인,건물,상가(전세(임차)권),부산광역시 남구 용호동 엘지메트로시티 건물 0.00㎡(건물 119.57㎡ 감소),0.0,부산광역시 남구 용호동,엘지메트로시티 건물 0.00㎡(건물 119.57㎡ 감소),35.1139656623746,129.116007443618
박재호,본인,건물,아파트(전세(임차)권),부산광역시 남구 용호동 엘지메트로시티 건물 84.98㎡,20000.0,부산광역시 남구 용호동,엘지메트로시티 건물 84.98㎡,35.1139656623746,129.116007443618
박재호,본인,건물,아파트(전세(임차)권),서울특별시 영등포구 영등포동7가 아크로타워스퀘어 건물98.00㎡,640500.0,서울특별시 영등포구 영등포동,7가 아크로타워스퀘어 건물98.00㎡,37.5134118222975,126.906168599588
박정,본인,건물,사무실(전세(임차)권),경기도 파주시 금촌동 엠에이치타워 건물 14.65㎡,30000.0,경기도 파주시 금촌동,엠에이치타워 건물 14.65㎡,37.7606436758235,126.768817063648
박정하,본인,건물,사무실(전세(임차)권),강원도 원주시 학성동 삼아빌딩 건물 198.00㎡ (건물198.00㎡ 증가),10000.0,강원도 원주시 학성동,삼아빌딩 건물 198.00㎡ (건물198.00㎡ 증가),37.3535203041358,127.944182694542
박주민,본인,건물,사무실(전세(임차)권),서울특별시 은평구 응암동 건물 210.00㎡,30000.0,서울특별시 은평구 응암동,건물 210.00㎡,37.5963272964127,126.924109745075
박주민,본인,건물,아파트(전세(임차)권),서울특별시 은평구 녹번동 래미안베라힐즈 건물 0.00㎡(건물 114.99㎡ 감소),0.0,서울특별시 은평구 녹번동,래미안베라힐즈 건물 0.00㎡(건물 114.99㎡ 감소),37.6022161609652,126.929919982801
박주민,본인,건물,아파트(전세(임차)권),서울특별시 은평구 증산동 DMC센트럴자이 건물 84.92㎡(건물 84.92㎡ 증가),700000.0,서울특별시 은평구 증산동,DMC센트럴자이 건물 84.92㎡(건물 84.92㎡ 증가),37.5843030609175,126.907039772766
박찬대,배우자,건물,근린생활시설(전세(임차)권),"인천광역시 연수구 청학동 이리옴프라자 대지 1,710.10㎡건물 122.23㎡",10000.0,인천광역시 연수구 청학동,"이리옴프라자 대지 1,710.10㎡건물 122.23㎡",37.4250030076557,126.666158794496
박찬대,본인,건물,사무실(전세(임차)권),인천광역시 연수구 연수동 아시스타워 건물 46.67㎡,10000.0,인천광역시 연수구 연수동,아시스타워 건물 46.67㎡,37.42221249729,126.681481155615
박찬대,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 여의도동 민족통일 대통령 리빙텔건물 0.00㎡ (건물 21.60㎡ 감소),0.0,서울특별시 영등포구 여의도동,민족통일 대통령 리빙텔건물 0.00㎡ (건물 21.60㎡ 감소),37.5267849150832,126.930167091136
박형수,본인,건물,사무실(전세(임차)권),경상북도 영양군 영양읍 서부리 건물 97.30㎡,5000.0,경상북도 영양군 영양읍 서부리,건물 97.30㎡,36.6673603621738,129.098154857696
박형수,본인,건물,사무실(전세(임차)권),경상북도 영주시 가흥동 건물 304.57㎡,5000.0,경상북도 영주시 가흥동,건물 304.57㎡,36.8187367258628,128.617947430843
박형수,본인,건물,사무실(전세(임차)권),경상북도 울진군 울진읍 읍내리 건물 181.50㎡,50000.0,경상북도 울진군 울진읍 읍내리,건물 181.50㎡,36.9950767618479,129.402569926674
박형수,본인,건물,아파트(전세(임차)권),경상북도 영주시 휴천동 남산현대아파트 건물 59.76㎡,10000.0,경상북도 영주시 휴천동,남산현대아파트 건물 59.76㎡,36.8184871176095,128.629888428889
박홍근,본인,건물,사무실(전세(임차)권),서울특별시 중랑구 중화동 건물 198.30㎡,50000.0,서울특별시 중랑구 중화동,건물 198.30㎡,37.5994618167452,127.077320262185
배준영,본인,건물,사무실(전세(임차)권),인천광역시 중구 신흥동2가 건물 91.23㎡ (건물 91.23㎡증가),10000.0,인천광역시 중구 신흥동,2가 건물 91.23㎡ (건물 91.23㎡증가),37.467655580462,126.634087322909
배준영,본인,건물,아파트(전세(임차)권),인천광역시 중구 신흥동3가 신흥아이파크 건물 0.00㎡(건물 114.94㎡ 감소),0.0,인천광역시 중구 신흥동,3가 신흥아이파크 건물 0.00㎡(건물 114.94㎡ 감소),37.467655580462,126.634087322909
배준영,본인,건물,아파트(전세(임차)권),인천광역시 중구 운서동 운서sk뷰 스카이시티 건물84.96㎡ (건물 84.96㎡ 증가),270000.0,인천광역시 중구 운서동,운서sk뷰 스카이시티 건물84.96㎡ (건물 84.96㎡ 증가),37.493329881789,126.48834389365
배준영,배우자,건물,오피스텔(전세(임차)권),경기도 부천시 중동 솔라리움B동 건물 0.00㎡ (건물54.02㎡ 감소),0.0,경기도 부천시 중동 솔라리움B동,건물 0.00㎡ (건물54.02㎡ 감소),,
배준영,배우자,건물,오피스텔(전세(임차)권),경기도 부천시 중동 힐스테이트 중동 건물 84.83㎡ (건물84.83㎡ 증가),400000.0,경기도 부천시 중동 힐스테이트 중동,건물 84.83㎡ (건물84.83㎡ 증가),,
배진교,모,건물,아파트(전세(임차)권),인천광역시 남동구 서창동 서창lh(임대) 건물 36.00㎡,8014.0,인천광역시 남동구 서창동,서창lh(임대) 건물 36.00㎡,37.4328373664367,126.750535160559
배현진,본인,건물,사무실(전세(임차)권),서울특별시 송파구 삼전동 젠코아빌딩 건물 90.00㎡,15000.0,서울특별시 송파구 삼전동,젠코아빌딩 건물 90.00㎡,37.5027233386059,127.092519707191
배현진,본인,건물,아파트(전세(임차)권),서울특별시 송파구 잠실동 리센츠 건물 27.68㎡,29400.0,서울특별시 송파구 잠실동,리센츠 건물 27.68㎡,37.5119564733933,127.088282780728
백종헌,장녀,건물,오피스텔(전세(임차)권),서울특별시 영등포구 영등포동8가 리마크빌 영등포 건물27.28㎡,10000.0,서울특별시 영등포구 영등포동,8가 리마크빌 영등포 건물27.28㎡,37.5134118222975,126.906168599588
백종헌,본인,건물,오피스텔(전세(임차)권),서울특별시 영등포구 영등포동8가 리마크빌 영등포 건물35.03㎡,15000.0,서울특별시 영등포구 영등포동,8가 리마크빌 영등포 건물35.03㎡,37.5134118222975,126.906168599588
백혜련,배우자,건물,아파트(전세(임차)권),경기도 수원시 권선구 금곡동 금곡엘지아파트 건물173.00㎡,350000.0,경기도 수원시 권선구 금곡동,금곡엘지아파트 건물173.00㎡,37.2727944144458,126.952325262645
백혜련,모,건물,아파트(전세(임차)권),경기도 수원시 권선구 금곡동 금곡엘지아파트 건물59.99㎡,250000.0,경기도 수원시 권선구 금곡동,금곡엘지아파트 건물59.99㎡,37.2727944144458,126.952325262645
변재일,본인,건물,아파트(전세(임차)권),충청북도 청주시 청원구 오창읍 각리 대우이안아파트 건물119.30㎡,260000.0,충청북도 청주시 청원구 오창읍 각리,대우이안아파트 건물119.30㎡,36.7052908521156,127.426446367618
서동용,본인,건물,근린생활시설(전세(임차)권),전라남도 광양시 중동 대지 196.88㎡ 건물 196.88㎡,20000.0,전라남도 광양시 중동,대지 196.88㎡ 건물 196.88㎡,34.9413564618825,127.692602226428
서동용,배우자,건물,아파트(전세(임차)권),경기도 의왕시 내손동 삼성래미안아파트 건물 79.21㎡,365000.0,경기도 의왕시 내손동,삼성래미안아파트 건물 79.21㎡,37.3782619969627,126.975693472476
서동용,차남,건물,연립주택(전세(임차)권),"서울특별시 서대문구 북가좌동 케이타운Ⅱ 대지 131.60㎡ 중 23.14㎡ 건물 286.51㎡ 중 23.14㎡ (대지 지분면적 23.14㎡ 증가, 건물 지분면적 23.14㎡ 증가)",30000.0,서울특별시 서대문구 북가좌동,"케이타운Ⅱ 대지 131.60㎡ 중 23.14㎡ 건물 286.51㎡ 중 23.14㎡ (대지 지분면적 23.14㎡ 증가, 건물 지분면적 23.14㎡ 증가)",37.5780815956199,126.91039845202
서범수,본인,건물,사무실(전세(임차)권),울산광역시 울주군 범서읍 굴화리 인재빌딩 건물 116.34㎡,40000.0,울산광역시 울주군 범서읍 굴화리,인재빌딩 건물 116.34㎡,35.5494305499793,129.241241964465
서범수,배우자,건물,아파트(전세(임차)권),부산광역시 남구 용호동 더블유 건물 0.00㎡ (건물133.07㎡ 감소),0.0,부산광역시 남구 용호동,더블유 건물 0.00㎡ (건물133.07㎡ 감소),35.1139656623746,129.116007443618
서범수,본인,건물,아파트(전세(임차)권),울산광역시 울주군 범서읍 구영리 구영2차푸르지오 건물84.84㎡,50000.0,울산광역시 울주군 범서읍 구영리,구영2차푸르지오 건물84.84㎡,35.581619570833,129.250380682939
서병수,본인,건물,사무실(전세(임차)권),부산광역시 부산진구 연지동 덕인디오네빌 건물 173.00㎡,20000.0,부산광역시 부산진구 연지동,덕인디오네빌 건물 173.00㎡,35.1727845612254,129.052840043371
서병수,배우자,건물,아파트(전세(임차)권),서울특별시 서대문구 남가좌동 디엠씨엘가 건물 30.36㎡,50000.0,서울특별시 서대문구 남가좌동,디엠씨엘가 건물 30.36㎡,37.5755473825403,126.919548350676
서삼석,배우자,건물,아파트(전세(임차)권),전라남도 무안군 무안읍 성남리 대선해시앙 아파트 건물63.11㎡,30000.0,전라남도 무안군 무안읍 성남리,대선해시앙 아파트 건물63.11㎡,34.9760617597752,126.474733611746
서삼석,장남,건물,오피스텔(전세(임차)권),서울특별시 성동구 사근동 어반큐브 건물 0.00㎡ (건물17.81㎡ 감소),0.0,서울특별시 성동구 사근동,어반큐브 건물 0.00㎡ (건물17.81㎡ 감소),37.5614997515695,127.045327331714
서영교,배우자,건물,근린생활시설(전세(임차)권),서울특별시 중랑구 면목동 건물 59.09㎡,30000.0,서울특별시 중랑구 면목동,건물 59.09㎡,37.5803715762431,127.087661590766
서영교,장녀,건물,오피스텔(전세(임차)권),서울특별시 종로구 경운동 운현궁 에스케이 허브 건물35.36㎡ (건물 35.36㎡ 증가),100000.0,서울특별시 종로구 경운동,운현궁 에스케이 허브 건물35.36㎡ (건물 35.36㎡ 증가),37.5751883855305,126.98638391579
서영교,본인,건물,오피스텔(전세(임차)권),서울특별시 중랑구 면목동 금호오피스 대지 284.60㎡ 건물133.74㎡,30000.0,서울특별시 중랑구 면목동,금호오피스 대지 284.60㎡ 건물133.74㎡,37.5803715762431,127.087661590766
서일준,본인,건물,사무실(전세(임차)권),경상남도 거제시 상동동 건물 257.00㎡ (건물 257.00㎡증가),20000.0,경상남도 거제시 상동동,건물 257.00㎡ (건물 257.00㎡증가),34.8637016588006,128.630679488969
서일준,본인,건물,아파트(전세(임차)권),경상남도 거제시 고현동 덕산베스트타운 건물 74.08㎡,5000.0,경상남도 거제시 고현동,덕산베스트타운 건물 74.08㎡,34.8825546407982,128.623264616435
성일종,본인,건물,사무실(전세(임차)권),충청남도 서산시 읍내동 건물 165.30㎡,100000.0,충청남도 서산시 읍내동,건물 165.30㎡,36.7803905921218,126.445284654664
소병철,본인,건물,사무실(전세(임차)권),전라남도 순천시 조례동 건물 145.86㎡,20000.0,전라남도 순천시 조례동,건물 145.86㎡,34.9600665563215,127.53052047668
소병철,배우자,건물,아파트(전세(임차)권),전라남도 순천시 조례동 금호아파트 건물 70.66㎡,178500.0,전라남도 순천시 조례동,금호아파트 건물 70.66㎡,34.9600665563215,127.53052047668
소병훈,본인,건물,사무실(전세(임차)권),경기도 광주시 탄벌동 세양빌딩 건물 120.60㎡,30000.0,경기도 광주시 탄벌동,세양빌딩 건물 120.60㎡,37.4196823992846,127.246095404439
소병훈,배우자,건물,사무실(전세(임차)권),서울특별시 은평구 대조동 건물 98.86㎡,20000.0,서울특별시 은평구 대조동,건물 98.86㎡,37.6141899645266,126.920825111083
송갑석,본인,건물,오피스텔(전세(임차)권),서울특별시 마포구 도화동 SK허브그린 건물 41.48㎡ (건물41.48㎡ 증가),10000.0,서울특별시 마포구 도화동,SK허브그린 건물 41.48㎡ (건물41.48㎡ 증가),37.541549712387,126.949873511116
송갑석,본인,건물,오피스텔(전세(임차)권),서울특별시 마포구 도화동 에스케이허브그린 건물 0.00㎡(건물 38.51㎡ 감소),0.0,서울특별시 마포구 도화동,에스케이허브그린 건물 0.00㎡(건물 38.51㎡ 감소),37.541549712387,126.949873511116
